Id,Pandal Name,Image Link,District,Locality,street,established,description,address,latitude,Maplink,website
76,Shri Golden Ganesh Mitra Mandal(G2M2),https://scontent.fbom35-1.fna.fbcdn.net/v/t1.18169-9/14265060_500665063466390_1514620714997622397_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=973b4a&_nc_ohc=7KnRYiyhzHQAX8gHDnQ&_nc_ht=scontent.fbom35-1.fna&oh=00_AT-OXtipCQXjUrwmhBSZQrPc6EVqFfLIHOGYzfLEOC9_PQ&oe=6335FCE6,Mumbai,Sion,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Indira Nagar Cooperative Housing Society Gurdwara Kasta Pursek Darbar, Sion East, Sion, Mumbai, Maharashtra 400022","19.037207517638592, 72.86394980483917","https://www.google.com/maps/place/Shri+Golden+Ganesh+Mitra+Mandal(G2M2)/@19.0368648,72.8617893,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7cf0cd93ae56b:0x5f437de6afdbc2ce!8m2!3d19.0368597!4d72.863978",NA
77,Sahyadrinagar Sarvajanik Ganeshotsav Mandal,https://english.cdn.zeenews.com/sites/default/files/2020/08/20/880424-ganesh-pix.jpg,Mumbai,Bhandup,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Dharmveer sambhaji marg, Dharmveer sambhaji marg, Quarry Rd, Sahyadri Nagar, Budh Nagar, Jamil Nagar, Bhandup West, Mumbai, Maharashtra 400078",,"https://www.google.com/maps/place/Sahyadrinagar+Sarvajanik+Ganeshotsav+Mandal/@19.1416028,72.9248509,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b873f575a891:0xb7098f37a5b614d7!8m2!3d19.1415977!4d72.9270396",NA
78,Manav Mitra Mandal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZ47ZNJzxkUCY0S8QuNAu8aRBc5kScwUxx_tW3gNEveXwWk9LMQ3jrwYaqvzQSo-oNFaI&usqp=CAU,Mumbai,Borivali West,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Manav Mandir Ln, Mini Zaveri Bazaar, Mhatre Wadi, Borivali West, Mumbai, Maharashtra 400092","19.22770024600489, 72.85315129679219","https://www.google.com/maps/place/Manav+Mandir+Ln,+Mini+Zaveri+Bazaar,+Mhatre+Wadi,+Borivali,+Mumbai,+Maharashtra+400092/@19.2274521,72.8509626,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b0d64087e097:0x2daa512d307e37c9!8m2!3d19.227447!4d72.8531513",NA
79,Shiv Mitra Mandal,https://i.ytimg.com/vi/6sr9kJOazvY/maxresdefault.jpg,Mumbai,Borivali West,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","6VF5+JF7, Hitendra kale compound, Dattapada Rd, Mumbai, Asara Colony, Borivali East, Mumbai, Maharashtra 400066","19.22428085127792, 72.85870735446294","https://www.google.com/maps/place/Shiv+Mitra+Mandal/@19.2240327,72.8564972,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b0d375964125:0xa9fdfc0a5154ff03!8m2!3d19.2240276!4d72.8586859",https://www.shivmitramandal.org/
80,Ram Nagar Ganesh Utsav Mitra Mandal,https://english.cdn.zeenews.com/sites/default/files/2020/08/20/880424-ganesh-pix.jpg,Mumbai,Borivali West,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","1, Ram Nagar Rd, Sindhi Colony, Geetanjali Nagar, Mulji Nagar, Borivali West, Mumbai, Maharashtra 400092","19.218910088687977, 72.84981989679203","https://www.google.com/maps/place/1,+Ram+Nagar+Rd,+Sindhi+Colony,+Geetanjali+Nagar,+Mulji+Nagar,+Borivali+West,+Mumbai,+Maharashtra+400092/@19.2187835,72.8476312,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b6d515b37a0b:0xbf9977e47b8b210e!8m2!3d19.2187784!4d72.8498199",NA
81,"Charkop Cha Raja, Maghi Ganesh Utsav",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5IBxnWqYJhBaE_M83dkAGu0nqxMvpxt3U2tJkk_FgQiD3tymdh78M61ezcX3-qkNpfkw&usqp=CAU,Mumbai,Kandivali,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","6R6H+R74, Kandivali, Sector 1 Charkop, Kandivali West, Mumbai, Maharashtra 400067","19.21222524458029, 72.82824601213346","https://www.google.com/maps/place/7JFJ6R6H%2BR74/@19.2120176,72.8260144,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x17c22463d2ecbfc0!8m2!3d19.2120125!4d72.8282031",NA
82,Yuva Tamil Sangam (Akurlicha vighnaharta),https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Lalbaugh_Ganesha.jpg/1200px-Lalbaugh_Ganesha.jpg,Mumbai,Kandivali,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Fonseca chawl, Akurli Rd, Kandivali, Apna Nagar, Kandivali East, Mumbai, Maharashtra 400101","19.20325455894066, 72.85368684673874","https://www.google.com/maps/search/Fonseca+chawl,+Akurli+Rd,+Kandivali,+Apna+Nagar,+Kandivali+East,+Mumbai,+Maharashtra+400101/@19.1997692,72.8299761,15z/data=!3m1!4b1",NA
83,Adarsh Mitra Mandal (Orlemeshwar),https://lh3.googleusercontent.com/p/AF1QipOPiLySSrYX6OqJOWxQCHui7yRBvEWYU4hhijhw=w768-h768-n-o-v1,Mumbai,Malad,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Inamdar state, Adarsh Mitra Mandal, Orlem Tank Rd, Malad West, Mumbai, Maharashtra 400064","19.199901100146334, 72.83867725261497","https://www.google.com/maps/place/Adarsh+Mitra+Mandal+(Orlemeshwar)/@19.1997441,72.8365422,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b7d1c9ead329:0x16135bdcd51155af!8m2!3d19.1997515!4d72.8386905",NA
84,Omkar Sarvajanik Ganeshutsav Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Mumbai,Malad,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","204-1, Malad, BMC Colony, Rathodi, Malad West, Mumbai, Maharashtra 400095","19.19655723572405, 72.8267605814503","https://www.google.com/maps/place/204,+Malad+-+Marve+Rd,+Malad,+Charkop+Naka,+Asmita+Jyoti+Housing+Society,+Malad+West,+Mumbai,+Maharashtra+400095/@19.1963901,72.8246148,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b6bfeb89f335:0x710f6dc6322d6822!8m2!3d19.196385!4d72.8268035",NA
85,Maladcha Vighneshwar (Shree Bal Yuvak Mitra Mandal),https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=61,Mumbai,Malad,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","A-1/2, Bhadran Nagar Rd Number 1, Malad, Bhadran Nagar, Kandivali West, Mumbai, Maharashtra 400064","19.192794264828983, 72.84824739494411","https://www.google.com/maps/place/Maladcha+Vighneshwar+(Shree+Bal+Yuvak+Mitra+Mandal)/@19.1925258,72.8461338,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b7c0ecdb492b:0x330a414fe237947a!8m2!3d19.1925207!4d72.8483225",NA
86,Shri Ganesh Mitra Mandal Raipada,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=62,Mumbai,Malad,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","5RMW+HGV, Shiv Mandir, Raipada, Underai Rd, Somwari Bazar, Malad West, Mumbai, Maharashtra 400064","19.184188314760817, 72.84659870418156","https://www.google.com/maps/place/Shri+Ganesh+Mitra+Mandal+Raipada/@19.1840009,72.8441096,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b6fc9856c01b:0x7158e43d3889bfa9!8m2!3d19.1839795!4d72.8463015",NA
87,Malad cha Morya - Ramnagar,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=63,Mumbai,Malad,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","5RJQ+G2H, Malad, Ram Nagar, Malad West, Mumbai, Maharashtra 400064","19.181496184700105, 72.83798467719373","https://www.google.com/maps/place/Malad+cha+Morya+-+Ramnagar/@19.1813189,72.8354312,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b7c36c6bdea9:0xc6953803dddd9527!8m2!3d19.1813138!4d72.8376199",NA
88,Riddhi Siddhi Sarvjanik Utsav Mandal - Gulalwadi,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=64,Mumbai,Malad,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Gulalwadi Rd, MHB Colony, Gaikwad Nagar, Malvani, Malad West, Mumbai, Maharashtra 400095","19.183795348289244, 72.81853280787661","https://www.google.com/maps/place/Riddhi+Siddhi+Sarvjanik+Utsav+Mandal+-+Gulalwadi/@19.1835978,72.8158935,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b6903b31e2eb:0x2ca36f275b54327f!8m2!3d19.1835922!4d72.8180849",NA
89,Gavdevi Cha Raja Sarvajanik Ganeshotsav Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=65,Mumbai,Goregaon,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","5R6P+M8M, Mitha Nagar, Goregaon West, Mumbai, Maharashtra 400047","19.16206169118701, 72.83588782747411","https://www.google.com/maps/place/Gavdevi+Cha+Raja+Sarvajanik+Ganeshotsav+Mandal/@19.1617121,72.8336133,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b7f737a45415:0xe2ec49621c3a750e!8m2!3d19.161821!4d72.8356444",NA
90,GOREGAONCHA VIGHNAHARTA,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=66,Mumbai,Goregaon,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","5V52+9C6, Mumbai, Sonawala Industry Estate, Goregaon, Mumbai, Maharashtra 400063","19.158554371630498, 72.85096195261444","https://www.google.com/maps/place/7JFJ5V52%2B9C6/@19.1584176,72.8488269,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xea6e27d347b193b9!8m2!3d19.1584125!4d72.8510156",NA
91,Om sai maghi Ganesh utsav mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=67,Mumbai,Goregaon,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Datta Mandir Chawl, Mahatma Gandhi Rd, Mitha Nagar, Goregaon West, Mumbai, Maharashtra 400104","19.163248770577965, 72.8361073600045","https://www.google.com/maps/place/Datta+Mandir+Chawl,+Mahatma+Gandhi+Rd,+Mitha+Nagar,+Goregaon+West,+Mumbai,+Maharashtra+400104/@19.1630816,72.8336719,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b65b17cae05d:0xd45bc3f004413b96!8m2!3d19.1630765!4d72.8358606",NA
92,Shree Ganesh Mitra mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=68,Mumbai,Jogeshwari,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Ram Mandir, R-1, Ram Mandir Rd, Somani Gram, West, Oshiwara, Jogeshwari West, Mumbai, Maharashtra 400102","19.149821864529706, 72.84878822680407","https://www.google.com/maps/place/Shree+Ganesh+Mitra+mandal/@19.1632057,72.8183509,14z/data=!4m9!1m2!2m1!1sRam+Mandir,+R-1,+Ram+Mandir+Rd,+Somani+Gram,+West,+Oshiwara,+Jogeshwari+West,+Mumbai,+Maharashtra+400102!3m5!1s0x3be7b6351179e75b:0x97316b6aee5cb0a2!8m2!3d19.14972!4d72.8490455!15sCmhSYW0gTWFuZGlyLCBSLTEsIFJhbSBNYW5kaXIgUmQsIFNvbWFuaSBHcmFtLCBXZXN0LCBPc2hpd2FyYSwgSm9nZXNod2FyaSBXZXN0LCBNdW1iYWksIE1haGFyYXNodHJhIDQwMDEwMlpiImByYW0gbWFuZGlyIHIgMSByYW0gbWFuZGlyIHJkIHNvbWFuaSBncmFtIHdlc3Qgb3NoaXdhcmEgam9nZXNod2FyaSB3ZXN0IG11bWJhaSBtYWhhcmFzaHRyYSA0MDAxMDKSAQxoaW5kdV90ZW1wbGWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTXdjazVsWjFkQkVBReABAA",NA
93,PMGP Colony Ganpati Mandap,https://i.ytimg.com/vi/Zjx9drCe3-4/hqdefault.jpg,Mumbai,Jogeshwari,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","A/B, Shivneri Vasahat Rd, Indira Nagar, Jogeshwari East, Mumbai, Maharashtra 400093","19.133776439990225, 72.86977515390024","https://www.google.com/maps/place/PMGP+Colony+Ganpati+Mandap/@19.1337106,72.8670071,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b7d92d22501f:0x1046252edcada143!8m2!3d19.1337047!4d72.8692096",NA
94,"ANDHERISHWAR, SARVAJANIK GANESHUTSAV MANDAL",https://content.jdmagicbox.com/comp/mumbai/y6/022pxx22.xx22.111025121748.w6y6/catalogue/andhericha-raja-sarvajanik-ganesh-utsav-mandal-andheri-west-mumbai-charitable-trusts-nh31pw4m82-250.jpg,Mumbai,Andheri,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","1, Western Express Hwy, Jijamata Colony, Andheri East, Mumbai, Maharashtra 400069","19.1257778998251, 72.85564975815647","https://www.google.com/maps/place/ANDHERISHWAR,+SARVAJANIK+GANESHUTSAV+MANDAL/@19.1256411,72.8532894,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7c82bb3a20997:0xb1bdb7f54e889dbc!8m2!3d19.1256551!4d72.855435",NA
95,Ambolicha Raja,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHnNjOVhrgtrkkWNOnHQkb6jxlHGxDbLYGTA&usqp=CAU,Mumbai,Andheri,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","4RJR+FF6, Srinivas Building, Mhatarpada Rd, Amboli, Andheri West, Mumbai, Maharashtra 400047","19.1312960225001, 72.84146099068687","https://www.google.com/maps/place/Ambolicha+Raja/@19.1311795,72.8389397,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b6288d599ea1:0x2213e875c5884c31!8m2!3d19.1311744!4d72.8411284",NA
96,Shirdi Nagar Cha Maghi Ganesh Utsav,https://i.ytimg.com/vi/egq_efoTkIw/mqdefault.jpg,Mumbai,Bhayandar,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","8V47+228, Shirdi nagar, Navghar Rd, near sai baba mandir, Bhayandar East, Mumai, Maharashtra 401105","19.30527250056361, 72.8629347195248","https://www.google.com/maps/place/Shirdi+Nagar+Cha+Maghi+Ganesh+Utsav/@19.3050345,72.8604027,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b1aa5d3585c1:0xe6bfe71aea0e05db!8m2!3d19.3050295!4d72.8625914",NA
97,New Green Wood Ganesh Utsav Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Mumbai,Bhayandar,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","new green wood complex near st xaviear high school jari Mari Mandir Rd, 401107, Kashigaon, Mira Road, Mira Bhayandar, Maharashtra 401107","19.27071809044312, 72.88994590603046","https://www.google.com/maps/place/New+Green+Wood+Ganesh+Utsav+Mandal/@19.2704295,72.8873817,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b07d7c2f1dcb:0x5734250716582560!8m2!3d19.2704745!4d72.8896634",NA
98,MiraRoad Cha Morya Shanti Nagar Ganesh Utsav Mandal,https://s1-apac-cdn.ganpati.tv/dt/mandal/2016/mira-road-cha-morya-ganpati-picture-9389242-1550.jpg,Mumbai,Mira Road,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Miraroad Cha Morya Chowk, Sector 2, Shanti Nagar, Mira Road, Mira Bhayandar, Maharashtra 401107","19.27957437703676, 72.86049696370115","https://www.google.com/maps/place/MiraRoad+Cha+Morya+Shanti+Nagar+Ganesh+Utsav+Mandal/@19.2795086,72.8579113,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b04e2c4aee65:0x8531b694221909d7!8m2!3d19.2795035!4d72.8601",NA
99,Mira Bhayandar Cha Maharaja,https://hindupad.com/wp-content/uploads/Raja-Mira-Bhayander-cha-2019-10.jpg,Mumbai,Mira Bhayandar,Bhayandar East,2000,"In the early days, a small mandap was erected and a small 3 to 4 feet idol of Sri was celebrated in the Digvijaya Mill Chali building where Lord Mahaganapati is enthroned today.","shree siddhivinayak seva charitable trust mira bhayander cha raja, 12, New Golden Nest Phase 11, near jain bungalow, Bhayandar East, Maharashtra 401105","19.275811043416834, 72.86311902089126","https://www.google.com/maps/place/Mira+bhayander+cha+raja/@19.299534,72.86172,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b106a4dac17d:0x6b9a2e4b98e59998!8m2!3d19.299529!4d72.8639087",NA
100,Miraroad Cha Maharaja,https://sites.google.com/site/miraroadchamaharajacom/_/rsrc/1472846644230/home/406651_345468782135825_199169850099053_1598455_938599283_n2.jpg,Mumbai,Mira Road,Shanti Nagar,1991,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Sector 9, Shanti Nagar, Mira Road, Mira Bhayandar, Maharashtra 401107","19.276247775395355, 72.86289620246579","https://www.google.com/maps/place/Miraroad+Cha+Maharaja/@19.2756717,72.8620076,18z/data=!3m1!4b1!4m5!3m4!1s0x3be7b19565d13915:0x8abbe6a143a0ea7!8m2!3d19.2756692!4d72.8631019",NA
